document,label
와 개띵문이노 생각지도 못해봤다이기 좆돌빠는 문화에서 표면적인 것들 말고 뭔가가 역겨웠는데 흉자놈들 ㄱㅆㅎㅌㅊ 태도였노,5
김여사 운전하나보네 ㅋㅋㅋㅋㅋ,5
남녀 구분 안하는게 성차별이라고 해서 바꿔줬더니 구분 하는게 성차별이라고 해서 다시 바꿈ㅋㅋㅋㅋㅋ 이게 페미의 현주소 ㅋㅋㅋㅋㅋㅋ,5
ㄴ유혹하기전엔 뭐라도 하는 시늉은 했던놈이노. 하지만 망혼을 하는순간 어떻게 돌변할지는 모르는 일이노.,5
쿠폰에 도장찍어가면서 커피 마실돈은 있어도자신을 보호할 호신용 제품 하나 살 돈 없당께 ㅋㅋㅋ,5
에이즈치료에 매년800억원? 게다가 외국인 에이즈감염비율이20%? 입국시 에이즈감염여부 확인안한다고요? 이건 코로나보다 더 적극저으로 국내에 에이즈를 전파하겠다는거자나요..미쳤나봐..외국인까지 무상으로 에이즈치료해주고..국가유공자보다 더한 대우를 받는 에이즈감염원인 동성애자들한테 이렇게까지 해야되는 이유가 뭔가요? 정부에서 대답좀 해봐요!,5
강제로 끌려가는 징집군머 가서도 항상 똥꼬 조심해야겠는걸ㅋ,5
트젠남들 가만 보면 개웃김 .. 아니 양심적으로 거시기는 좀 떼고 여자라고 우기던가 ..,5
동성애 뚜까 패는거 보고기독교에 대해 긍정적으로 생각하게 되었다요즘 옛날처럼 거리에서 영업하는 사이비도 많이 안 보이고종교는 사이비 아니면 존중해야 한다고 생각함,5
그래봐야 똥꼬축제,5
기독교 파워가 만만치 않은데 꼴랑 호모 새끼들 표 몇개 더 얻어 볼려고 저걸 하게 해준다는게 참 어리석은거 같다.,5
에이즈 검사를 일단 김영세씨는 받으시길 강추합니다. 국정감사에서 나왔듯이 동성애자들이 에이즈에 많이 걸리죠.,5
똥꼬충들 하루에 화장실 10~20번 간다지 않노? 짐승같은 것들이노 똥을 얼마나 낳는거노 육똥도 안하고 물내려버리다니 부성애도 없는 잔인한 것들이노,5
기독교인만 반대??!! 제정신이면 동성애가 성도착증이고 변태가 더 많은 거 다 안다!,5
(정의당 의원들이 다 그런진 모르겠지만) 정의당은 동성애를 옹호하고 추행죄인 군형법92조6을 폐지할려고 난리를 치는 나라 망칠려고 작정한 당입니다!! 가뜩이나 동성애 = 에이즈가 주된 감염경로인데 동성애를 왜 자꾸 옹호하며 권장하십니까?,5
이렇게 질척일수록 트젠에 대한 편견이 견고해져 가는중,5
동성끼리 교접하는게 자랑이냐 ? 작대기로 후려 패야 될 개돼지 만도 못한것들 ~~~ .똥개들도 암컷끼리 숫컷끼리 교접하지 않는다. 음탕한것들 ~~~,5
성소수자보호가 아니라 차별금지면 충분하다. 보호해야할 대상은 아니다.,5
저 목사 조만간 게이바에 끌려가겠노 동성애클럽 건들이면 신세계 보여준다고 잡아가서 똑같이 게이로 만든다는데,5
동성애의 실태를 정확히 알아야합니다n나랑은 상관없는일이라고 간과하지 않으시길 바랍니다.n동성애는 각종 성병과 에이즈를 유발시키며n이것이 합법화가 된다면 내 자녀 내 형제 자매가 될수있습니다.n이세대와 다음세대들이 이끌어갈 이나라가 결코 성죽독인 나라가 되어서는 안됩니다.,5
"성전환수술 후 남성으로 군생활하면, 같이 숙소나 목욕탕 사용하는 남성들이 자기들을 이성의 관점에서 볼거같으니 찝찝하고, 그렇다고 여군으로 군생활하기에는 다른 여군들은 남자랑 목욕탕, 룸 사용하는건데 어떻게 군생활을하나?!",5
"나라가 망할려니 꼴뚜기들 흥분하고 게잡질 하는구나~동성끼리 사랑이 정상이냐? 모두 잡아서 무인도로 보내라, 아이들 걱정된다~정치가 변태니 애쉐끼들도 변태...",5
나도 기독교인이고 동성애도 혐오하지만 황교활 과 민갱욱 쓰레기ᆞ 자유한국당 너무 극혐 이다,5
내가 살다가.. 똥꼬충을 응원하게 되다니..,5
차별금지법이라구요? 성소수자 특혜법이지요? 잘못된것을 잘못됐다고 말도 못하게 하는 인권유린법이지요? 발의한 당신들은 자녀도 손주들도 없습니까? 이것이 진정 국가와 국민을 위한일 입니까? 당장 폐기하십시요!,5
갓갓 참교육자네 존경한다 ㅋㅋㅋㅋ 아 진짜 똥꼬충 새끼들은 저렇게 괴롭혀야 되는데 ㅋㅋ,5
B대위가 나쁜의도로 괴롭히려고 한것같지는 않은데 성소수자라고 과잉보호를 하시네 그놈의 인권위가,5
진짜 왠만한초딩아니면 남자새낀거 다 티나는데 역겨워디지것다 수염나가지고 여장 ㅆㅍ죽이고싶네,5
코로나 에이즈 천국,5
똥냐들 후장 떨리노,5
뭉가야 아프리카도 자국민 에이즈로 죽인다고 UN돈 안받고 동성애 안받아드렸다. 촛불든다고 돈 받은거 갚는거냐? 생명 맘대로 죽이는 UN탈퇴해라 존말할때!!! 인권위도 결국 UN에서 하는거잖냐. 오바마게이시키때문에 전세계가 동성애로 힘드네,5
씨디충새끼들도 있고 새벽에 호모 누드 달리는새끼도있고,5
안철수대표의 말은 틀리지 않다. 오히려 동성애반대는 소수자 차별이 아니다.,5
트젠바 나 가서 오빠야들 끼고 술접대 나 해라 넌 갈길이 이곳뿐이다,5
"피해를 입은 학생이 성적정체성의 문제를 가지고 있는 성소수자인지 아니면 성적취향에 따른 성소수자인지 알고 싶네요. 전자의 경우라면 인권의 문제라고 생각합니다. 그러나 동성에 대한 성적취향의 문제라면 합당한 결과라고 생각합니다. 성소자들 가운데 성적정체성과는 상관 없이 동성, 유아, 시신과 같은 특정 대상이나 또는 자동차나 오토바이와 같은 특정 사물에 대한 성적취향을 가지고 있는 사람들이 있습니다. 이들을 인정하고 보호해야 할까요?",5
마포구 주민들 개불쌍ㅋㅋㅋㅋㅋㅋㅋㅋ똥꼬충들이 바글바글,5
센조이 ㅠㅠ 동성간성행위로 본인들도 힘들고 주변사람들에게도 피해를 주는 이러한 행위를 지지하는 사람들은 이러한 사실을 알고나 있는지... 영혼육이 파괴되는 동성간성행위에서 벗어나도록 돕지 못할망정 부츠기고 지지하는건 살인행위에 가깝다.,5
요새 동성애가 성행하는거같더라 문재인은 ㄹㅇ간첩새끼아닌가싶다,5
피스팅... 정말 끔찍하고 처참하네요~~ 저런 것까지 감수할정도라면 남성간성관계는 중독임이 확실하네요!! 중독은 치료받아야하는 병입니다!! 탈동성애할 수 있습니다!! 돌아오세요!!!,5
현재도 극진한 대접을 받고 있는 동성애자들입니다. 코로나 이태원 동성애자들에게 정부나 언론등으로부터 얼마나 극진한 대접을 받았는지요 동성애가 가정과 사회의 근간을 망가지게 한다는 결론이 났는데도 말입니다.,5
니똥꼬 내꺼 내똥꼬 니꺼 시바라 더러워 디지긋다,5
환자 키운다는 것의 기준이 명확해지면 동성애는 읍어질듯,5
23세 지는 성소수자로 빠쪘다고 합법하 하자고 미친x 새끼 차라리 자식 손가락 잘라서라도 안보낸다 더러운 세상 ..,5
앵앵소리가 여기까지 나노 가서 바텀형냐짓하다가 게이즈로 사망해라 이기야,5
"똥꼬충, 쌍구멍이 합법화되는 미래의 일들",5
동성애가 축제할 일이냐? 세상이 말세니까 서울한복판에서 음란축제를 하고 있는것이다,5
띵문.. 트젠은 정신병이노 ㄹㅇ,5
난 이성애자. 동성애는 내 취향아님. 홍어삭힌거 싫어하듯 싫어함. 그러나 그거 먹는 사람을 욕하거나 싫어하지는 않음. 예수님은 동성애 언급하신적 없음. 서신서와 복음서의 권위는 다르지 않음?,5
나도 동성애싫은데,5
동성애가 자랑이냐? 😐 징그러워... 창피한줄 알아야지..,5
레즈는 참사랑꾼 게이는 똥꼬충 이라 부르면 딱이노,5
"""태어나지 않았다면 죽을 일도 없었다."" ←응 성소수자 논리 수준",5
길에서 뽀뽀를하든 문어놀이를하든.. n돌을던지지는 않겠소만n시내한복판에서 니덜 벗고 노는식로 홍보는 하지말자 이거지.n기본 매너도 없는 욕정주의 같아,5
무현이 똥꼬충이었노,5
성소수자를 위해 대다수의 생각이 무시되는 나라n성소수자를 차별하고 대우 하는 나라n어마한 에이스치료비를 대주면서 더 병에 걸리라고 옹호하는 나라n저는 정말 자식이 이런걸 볼까 두려운데 아이랑 축제로 함께 한다니n요즘은 상식과 정상 그릇된것을 그릇되었다하면 차별받는 나라가 된것같습니다n동성애는 자랑이 아닌것 같습니다,5
ㅇㄱㄱㅆㄹㅇ 게이들 상상이상으로 단결해서 레즈들 머리채잡고 어떻게든 지네 밑으로 끌어내리려고함,5
당연하지 동물이 동성애가 있던?,5
퀴어도 정신질환 종류 아닌감,5
으..진짜 민폐주는게 한두개가 아니네 퀴어충들,5
러시아산 물리치료사한테 치료받으면 싹 다 나음,5
동성애의 결과로 나타나는 질병에 대해 제발 숨기지 않기를 ㅠㅠ 진짜 국민을 위한다면,5
키야 우리부모님 뼈빠지게 돈벌고 게이새키치료비를 쳐줘야되노? 여성전용시설들은 여성이내고 게이치료예산은 게이들이내게해라 ㅅㅂ세금폭탄돌리지말고,5
게이새끼들 뭐 하는건 내 알바 아닌데밖으로 기어나오는게 매우 빡친다,5
동성애 막는 법이 어디 있냐? 근데 차별금지법이 왜 필요해? 할 놈은 하고 싶은대로해라. 안 말려 근대 왜 하기 싫은 사람은 싫다는 표현도 못하게 해. 이게 법이야?,5
우리나라는 성소수자에 대해 환영하면 절때 않된다,5
개인의 선택이지만 이런 소식들이 청소년들에게 미칠 파장이 걱정됩니다nn트렌스젠더와 동성애를 자연스럽게 받아들이는 문화로 흘러갑니다nn청소년 에이즈가 급증하고 있는데도 불구하고 정부는 수수방관입니다 n항문성관계를 통해서 수많은 항문질환과 에이즈가 생겨납니다 n이건 사실이며 교육해야 합니다,5
내가 동성애자면 창피해서 떳떳하지 못할텐테 이젠 대놓고 퀴어축제까지 하고 대기업에서 퀴어응원까지 하다니 정말 말세입니다.ㅠn카스는 마시지 않는걸롱~~~ㅠ,5
시발 똥꼬충 새끼들지들 인정해달라고 알리는 축제에서 저 지랄인거 보니본성이 그대로 드러나내. 이성애자랑 같긴 시발.합법된다고 해도 이성애자같이는 못 된다 씨바것,5
저게 아마 자극적인 타블로이드지에서는 후장도 땄다고 나왔었는데 ㅋㅋㅋ,5
애들보기에 안 좋은데저건 직접적으로 행위 표현하는 거잖아진짜 게이새끼들은 지만 좋으면 그만인 똘빡새끼들만 있는듯,5
동성애자는 보호받아야할 성소수자가 아니다!!,5
"같은 성소수자(동성,소아,수간,인형)들끼리 서로 싫어하는게 더 노어이 흡연자들이 흡연자부스에서 다른사람 담배냄새 싫어하는거 보다 더 이기적임",5
탈동성애를 하고자 하여도 못하게 길을 막아버리는 나쁜 사람들.,5
상식적으로 처음 부사관 뽑았을때 남성부사관을 뽑은건데 자신이 성별을 군의 동의없이 바꿨으면 당연히 문제 되는거 아닌가? 성평등 차원으로 끌고갈 필요도 없이 예컨데 어떤 남성제소자가 특박 가서 성전환했는데 자신은 그대로 남성형무소에 있고 싶다고 하면 받아줄 수 있나? 그렇다고 여성형무소 보내기도 애매할 것이고... 골치아픈 짓을 한것이다 저 사람은...그런 혼라을 야기시킨 책임은 져야지 자신의 행동만 정당하고 억울하다고 주장하는건 너무 이기적인것 같다,5
호모들이 재수없는건 어쩔수없는 사실이다 숫놈이 숫놈하고 암놈이 암놈하고 붙어살거면 왜 이성을 만들었겠냐고? 아무리 n세상이 바뀌고 인권이 신장돼서 오만가지 개법이 나무해도 이런홈들이 법적으로 보호돼고 권장돼는 세상은 더러운 말세의n현상이라고밖에 표현할 방법이없다 너희들 말대로면 앞으로는n 성별구분도 할 필요가없고 그냥 짬뽕으로 처 살면되겠네 더러운것들아,5
막심 선생님께 끌고 가면 다시는 이상한 축제 안 참여 할 것,5
트렌스젠더는 정신병이다 ㄹㅇ 나 트랜스빌게이츠니까 돈 내놔라 하면 뭐라하겠냐ㅋㅋㅋ,5
남자들의사랑은 우정이다.nn우정을 핑계삼아 항문성교는 절대 용납되서는 안된다nn그로인한 죄와벌이 너무나 크고 힘들것이 당연하기때문이다.nn동성애의 마지막이 어떻게 되는지 똑똑히 알아보자.n비극과 고통과 상처뿐....,5
할거면 저렇게 조신하게 해야지 어휴 시발 발정난 한국 게이세끼들 ㅋㅋ,5
씨발아저씨를 동성애자소굴에 보내야하지않냐,5
와 이씨발... 아무리 똥별이하 군바리 새끼들 비리가 개 좆같아도 저런 미필 똥꼬충 새끼가 군개혁 이지랄 하는게 말이나 되냐??????? 장병출신도 아니고 군대도 안가본 좆병신 호모 똥꼬충 에이즈 보균자 개새끼가 뭐하자는거냐??? ㅋㅋㅋㅋㅋㅋ 군개혁은 군필한테 맞기고 가서 홍석천 좆이나 빨아라 호모새끼야~ 군개혁은 군생활 빡시게 하고 똥별 행보관등 직업군바리 새끼들 비리 직접경험한 병장 군출신이 하는게 당연한거다 씨발 ㅋㅋㅋㅋㅋ,5
똥꼬충이 원인 ㅇㅊ,5
인권은 다른 사람의 인권을 침해하지 않고 조화를 이루어야 하는데 성전환자 0.1%가 99.9% 정상적인 남성과 여성들의 인권을 침해하고 위협하고 있다. 그래서 인권이라는 가면에 숨어 자신들의 욕구를 채우려는 치밀하고 이기적인 생각을 품은 일부 성전환자들의 이중성이 싫다.,5
똥꼬충이 쪽팔리는줄은 아나봐? 자수해서 광명찾아라 변태성욕자들아,5
퀴어축제 서울 시민 대부분 반대한다,5
똥꼬에 힘주고있노 ㅋㅋㅋㅋ새노?,5
"성소수자라고 단어 개념 물타기 금지. 그냥 그대로 레지비언, 게이라고 표현하는게 좋다. 너네 말대로 부끄러운게 아닌데 왜 자꾸 용어를 만들어서 물타기를 하는가? 그냥 떳떳하게 그대로 표현해.",5
동성애는 에이즈원인!!!!!99.9%%%맞음!!!,5
똥꼬충 좆나 극혐이다턱주가리 쌔게 한대 날리고 싶다,5
총신대를 위해 흘리는 많은 성도들의 기도와눈물을 주님을 다 보고 들으십니다! 살아계신하나님은 지금도 참으시며 총신대가 다시 거룩하여지길 기회주십니다!주님의 시간을 인간의 잣대로 쟤지마십시오! 주님은 공의의 하나님이십니다! 다시 회복되어지길! 이상원교수님을 필두로 총신대 동성애 세력들을 싹 정리하고 자정되는 기회가되길 기도합니다! 주님은 우리의 기도를 들으십니다! 너무 늦지마십시오! 어서 돌아오길 어서 회개하길!!,5
"성소수자 차별,반대한다는 사람이 불이익당하면 이성애자에 대한 역차별 아니냐ㅋ",5
에이즈 배양기들의 배양권리 주장,5
성전환수술함 근육량감소 수술도 골격수술도 같이 사는건아니쟌아요n 그럼 여군들이 체력적으로도 경재에서 숀해를보느건데n생식기는 바껴도 골격 근육량은 여전히 남자일톈데 형평성 어긋난거 아님? 전역하시죠,5
"아 정말 끔찍한 일입니다. 수간에, 소아성애에, 인권이란 이름으로 성중독을 합리화하는 것은 우리 자신을 망가뜨리는 것입니다",5
동성애는 반대함,5
애미 뒤진 게이새끼들은 앞뒤가 쳐안맞는 개호로 씨발 개 좆같은 새끼들임 아니 씨발 혐오하지 말라면서 빤스입고 존나게 쳐지랄해댐 ㄹㅇ 골방에 쳐 있으면 몰라 꼭 이불밖으로 쳐나와서 변태성향 다 쳐보여주고 못볼꼴 보여주고 혐오하지말래 ㅋㅋㅋㅋㅋ 진짜 개븅신 다 뒤질새끼들,5
뭔 성소수자여.. 정신병자지...,5
"왜 관람객의 대부분인 일반인들에게 호소,어필하거나 보라고 하는 행사일텐데 플라토닉이 아니라에로스에 포커스를 맞추는거지 그것도 변태 가학적 에로스라니..저래놓고 피켓은 동성애는 불법이 아니다 어쩌고 써놓고행사 주최자가 머리가 나쁜가? 이해가 안간다",5
"동성애는 한 개인의 윤리적인 문제가 아닌 사회의 가장 큰 테두리...국가의 존재여부에도 영향을 미치는 것이 위의 소돔과 고모라의 얘기를 통해서 알려주셔서 감사합니다. 동성애가 자연적인 사랑의 한 형태로 잘못 알고 그것에 빠져들어 몸과 마음이 병들어 무너지는 사람들이 없게, 동성애가 정신적 질병임을 계속 알려주시고 힘내세요!. 감사합니다.",5
생활하는데 괜찬거나 젠더에 대해 열린생각을 가지고 있다는건 일부분의 의견이지 전체의 의견은 아니라생각한다n조직생활의 입장에서 생각해야 하고 이미입대해서 훈련받는 여군들의 입장으로서도 성전환자는 허용해서는 안된다n더군다니 자신의 개인적인 견해로 복무중 성전환수술을 하고 개인적인 견해로 여군으로 복무한다는것은 나라를 지키는 군인으로서 가질수 없는 생각이라 생각한다n여군으로 복무허용해서는 안된다,5
동성애 찬성하는 애들중에 니들 형제나 자식이 동성애자라면 응원해줄텐가?ㅋ,5
솔직히 똥꼬충 차별하지 말라는 새끼들은 똥꼬충 혐오자도 차별하면 안되는거 아니냐,5
ㅋㅋㅋㅋㅋㅋ내앞지나가주지 후장부터 척추까지 개통해줄수있다노이기 ㅜㅜ,5
"동성애자 에이즈걸리면 한달에 6~ 8백만 국민세금,,, 일생 주면서 그들을 위하는척 하는 사람들에게 한마디 묻고 싶습니다.n당신 자손 중 자자손손 동성애자 끊이지 않고 에이즈환자 가득하길 정말 원합니까?",5
동성애자들이 하는것은 자기표현이라면 반대목소리도 자기표현은자유다,5
에이즈의 창시자 똥꼬충,5
나도 민주당 지지자지만 동성애는 절대 반대한다.. 만약 동성애를 합법으로 안정한다면 40년가의 지지를 진지하게 고려해볼거다,5
병신 똥꼬충을 찬성하는 사람이 많겠냐 좆같아하는ㄴ사람이 많겠냐 어휴,5
와꾸가 ㅅㅌㅊ인데 레즈가 되는 것도 이상한 일임,5
나련은 과거에 젠신이었다 익이야 나련 웜하고 뇌세포 증가한 쀼젤ㅋㅋㅋ 정상으로 돌아왔뿟노! 퍄퍄,5
인권위 성적지향 삭제 되어야 합니다. n동성애 보호법으로 잘못 사용되는 악법입니다.,5
"분명 정신 질환인데, 사회적 분위기가 애매하게 돌아가면서 보호해주기 시작하니깐 너도나도 혹시 나도 그런 성향이 있나? 의심하다가 기분 울적하고 심란하니깐 난 원래 남잔데 여자로 사니깐 우울한가봐... 그러다 확증편향되어 무너지는거임. 기분좀 꿀꿀하다고 성정체성 혼란올때까지 두지말고 상담을 받아봐",5
퀴어축제 옹호하는놈들 특징1.감성팔이에 휘둘리는 유리멘탈들2.나는 개방적이라는 착각에 빠져있는 자칭 깨시민&일뽕들3.왠지 동성애 지지하면 있어보여서 제대로 된 자기 입장도 없이 무작정 지지하는놈들,5
으 시발 냄새날것같은데 문신하기전에 센조이하고 똥꼬주름 깨끗하게 닦았겠지? 으 조팔 비위상하노,5
양성애자는 정신병이고 태생적 트젠은 생산시점에 투입재료의 부적합으로 결함이 생긴 제품이다,5
한부모가족도 아닌 동성가족은 진짜 좀 아니지않나n세상이 바뀐다한들 해서는 안될짓이있다,5
동성애를 여기다 은근슬쩍 집어넣어놨네 그것땜에 별로 공감이 안됨,5
여전히 앱충은 투명하지요 좆팔,5
자아의 개념을 바꾸는 인류의 혁명이 일어난다는 내용이노. 진보씹치들 까는 내용도 있는데 흥미롭다 이기야.,5
강간까지 온갖 개짓 + 보지 피 빨아먹는 기생충 새끼들이 엄살은 ㅋㅋㅋㅋ,5
됐고 남성성 재기해서 그렇노 실좆들ㅋㄱ ㅋ,5
드럽게 못생긴 루저 한남들이ㅡ생존위기로 발작하는 꼬라지 개꿀잼,5
패애비니스트다이기야^느^,5
남자구실 하는게 하나도 없네,5
좆미개... 앱충버리고 짐싸고나와라.. 혼자늙어뒤지라고해라좆팔,5
ㄴ ㄹㅇ 뒤져도 냄저살충 30마리는 하고 뒤지자 사쿠라 뚱보들아 웜련 하나당 할당 벌레는 최소 30이노 어떻노?,5
찝찝은 똥 끊을 때 드는 기분이노 나련 앱충도 고독사 했는데 그날 바로 피자파티했다이기야 ㅋㅋㅋ 그 날 이후로 어쩐지 일이 잘 풀리는 것이 피자를 먹어서 그런 것 같노 너련도 아침에 피자먹어라 이기,5
저거 오래 못간다. 자연의 섭리상 수컷은 강함이 곧 매력인데 저런 꼬라지 보여서야 오래 가겠냐,5
중간에는 한남와꾸 올리다가 시력 재기해서 잘못 올렸노? 여튼 햇님 큰그림이시노. 한남창놈들 다 중동가서 채찍맛을 봐야한다익이.,5
명품 좋아하고말고를 떠나서 일본사람들은 한국남자 자체를 극도로 혐오하노. 근데 파오후여드름안경충들이 일본여자들 개념녀 취급하면서 쿰척거리니까 그사람들 입장에선 진짜 빡치지ㅋㅋㅋㅋ,5
일본인한테 한남좆병신인거 알릴때 자료로 써야겠노,5
저정도면 여자도 지능장애,3
ㅁㅈㅎ 봐봐....갓상도의 위엄,3
농구 ㄵ ㅁㅈㅎ 노관심 ㅁㅈㅎ 농구 ㄵ ㅁㅈㅎ 노관심 ㅁㅈㅎ 농구 ㄵ ㅁㅈㅎ 노관심 ㅁㅈㅎ 농구 ㄵ ㅁㅈㅎ 노관심 ㅁㅈㅎ 농구 ㄵ ㅁㅈㅎ 노관심 ㅁㅈㅎ,3
쌍방울 레이더스가 오늘 롯데 자이언츠 이겨서 ㅁㅈㅎ,3
아마존 ceo 쿠바 출신 아버지는 새아빠라서 ㅁㅈㅎ생부는 이민자인지는 모르겠지만 덴마크 성씨임,3
쟤가 누군데> 그냥 유튜브에스 레나 치면됨?설명이 빈약해서 ㅁㅈㅎ,3
진짜 미개 클라스 쩌네,3
이성애자임 ㅁㅈㅎ,3
"바퀴벌레같은것들 애초에 불법으로 오질말았어야지, 범법행위해놓고 티비는 무슨배짱으로 나왔냐 진짜 나라가 미친듯.",3
파오후 존나 많네 시벌;;,3
민주화주러왔다가 일베주고간다~,3
웃대... 쟤넨 번탈 중에서도 번탈임 오타구 극혐,3
자지컷팅짤 좀 가져가라 기레기좆놈들아 그건 고소 안할게,3
한국 오지마 시발새끼들아,3
쌍도까서 ㅁㅈㅎ,3
Riot폭동게임 ㅁㅈㅎ,3
븅신아 전라도쪽 대학이 없는거지 전라도 출신이 없는거냐? ㅋㅋㅋ 머가리 수준이 딱 노가다 김씨네,3
저런 그지새끼들이 할말이아닌데,3
아~~내가 조선대 옆에 기생하던 조선이공대 다녔던 일게이다 지잡은 맞지만 전남대 다음으로 큰 대학이다 조이대 다니다 쪽팔려서 1학기만 다니고 자퇴하고 공돌이중 ㅅ ㅡㅂ ㅡ ㅂ,3
pc충 새끼들 sjw 새끼들 다 뒤져라,3
좋은 글 고맙다 계몽시키는 진짜 좋은 글이다 기독교 인간존중 사상에서 자유와 민주주의가 나오는 거지 우덜식 민주화 말고,3
이건 잘한건데?? 한번 빨갱이는 영원한 빨갱이다 빨갱이는 살처분이 답,3
차별금지법 반대 합니다. 차별 금지법은 국민의 자유를 구속하고n탄압하는 악법이며 역차별법 입니다. 민주주의에 차별금지법은n공산독재를 하는것과 같습니다.,3
게이들아 알겠냐경기대같은 개잡대는 저런 씨밥버러지들도 정교수 하는곳이다,3
손의원 한테 사과부터해래 기래기들아,3
기승전군대. 니가 가라 군대ㅋㅋㅋㅋ 작은 애들은 군머 20년 가둬놔야한다이기,3
내가 저래서 인간이 싫어 한국 문재앙빠는 좌좀새끼들이나 미국 pc충새끼들이나 진짜 극단적이네....,3
근데 오티패션을 왜 고민함?상의는 걍 챔피온/칼하트/허프/트래셔같은 스트릿브랜드 편한거로 입어주고바지는 디스퀘어나 거지면 게스청바지 입어주고신발은 돈좀잇음 골든구스 거지면 슈퍼스타나 쳐신고 가면 되는거아님?이렇게만 입어도 무시는 안당함또 편한게 장땡,3
대만 불바다 퀴어축제아니라 ㅁㅈㅎ,3
ㅇㅇ 민주화병신새끼를 왜 추대하노,3
병원을 가렴니가 정신병이야,3
저긴 걍 정신병자 집합소네,3
아니 병신들아 경찰은 그냥 시에서 허락받은 축제니깐 축제방해하면 민주화한다 라는 말인데 이건 무슨 경찰이 게이축제를 옹호하는듯한 말을 적어놨네,3
